藏,子分类,书名,档位,页数,题材,朝代
诗藏,诗话,柏岩感旧诗话,艺术文学,1,文学批评,清
诗藏,诗话,桐江诗话,艺术文学,2,文学批评,宋
诗藏,诗话,梅间诗话,艺术文学,21,文学批评,清
诗藏,诗话,梦苕盦诗话,艺术文学,8,文学批评,民国
诗藏,诗话,比红儿诗注,艺术文学,3,文学批评,清
诗藏,诗话,民权素诗话,艺术文学,8,文学批评,民国
诗藏,诗话,汉皋诗话,艺术文学,1,文学批评,宋
诗藏,诗话,汉诗总说,艺术文学,2,文学批评,清
诗藏,诗话,江西诗派小序,艺术文学,1,文学批评,宋
诗藏,诗话,江西诗社宗派图录,艺术文学,2,文学批评,宋
诗藏,诗话,沧浪诗话,艺术文学,4,文学批评,宋
诗藏,诗话,法藏碎金录诗话辑录,艺术文学,1,文学批评,宋
诗藏,诗话,洪驹父诗话,艺术文学,2,文学批评,宋
诗藏,诗话,流类手鉴,艺术文学,1,文学批评,隋唐
诗藏,诗话,海天诗话,艺术文学,2,文学批评,民国
诗藏,诗话,渔洋诗话,艺术文学,3,文学批评,清
诗藏,诗话,温公续诗话,艺术文学,1,文学批评,宋
诗藏,诗话,漫叟诗话,艺术文学,4,文学批评,宋
诗藏,诗话,潘子真诗话,艺术文学,3,文学批评,宋
诗藏,诗话,潜溪诗眼,艺术文学,4,文学批评,宋
诗藏,诗话,炙毂子诗格,艺术文学,1,文学批评,隋唐
诗藏,诗话,然脂余韵,艺术文学,10,文学批评,清
诗藏,诗话,煮药漫抄,艺术文学,4,文学批评,清
诗藏,诗话,王直方诗话,艺术文学,17,文学批评,宋
诗藏,诗话,环溪诗话,艺术文学,1,文学批评,宋
诗藏,诗话,现成话,艺术文学,15,文学批评,清
诗藏,诗话,珊瑚钩诗话,艺术文学,2,文学批评,宋
诗藏,诗话,瑶溪集,艺术文学,2,文学批评,宋
诗藏,诗话,瓯北诗话,艺术文学,6,文学批评,清
诗藏,诗话,瓶粟斋诗话,艺术文学,7,文学批评,民国
诗藏,诗话,瓶粟斋诗话三编,艺术文学,3,文学批评,民国
诗藏,诗话,瓶粟斋诗话五编,艺术文学,1,文学批评,民国
诗藏,诗话,瓶粟斋诗话四编,艺术文学,2,文学批评,民国
诗藏,诗话,瓶粟斋诗话续编,艺术文学,4,文学批评,民国
诗藏,诗话,白华山人诗说,艺术文学,2,文学批评,清
诗藏,诗话,白石道人诗说,艺术文学,1,文学批评,宋
诗藏,诗话,石林诗话,艺术文学,2,文学批评,宋
诗藏,诗话,石洲诗话,艺术文学,9,文学批评,清
诗藏,诗话,石遗室诗话,艺术文学,17,文学批评,民国
诗藏,诗话,石遗室诗话续编,艺术文学,9,文学批评,民国
诗藏,诗话,秋星阁诗话,艺术文学,1,文学批评,清
诗藏,诗话,空轩诗话,艺术文学,4,文学批评,民国
诗藏,诗话,竹坡诗话,艺术文学,2,文学批评,宋
诗藏,诗话,竹庄诗话,艺术文学,49,文学批评,宋
诗藏,诗话,笔札华梁,艺术文学,1,文学批评,隋唐
诗藏,诗话,答万季埜诗问,艺术文学,1,文学批评,清
诗藏,诗话,紫微诗话,艺术文学,2,文学批评,宋
诗藏,诗话,紫薇诗话,艺术文学,2,文学批评,宋
诗藏,诗话,续眉庐丛话,艺术文学,4,文学批评,民国
诗藏,诗话,续诗品,艺术文学,1,文学批评,清
诗藏,诗话,续诗话,艺术文学,1,文学批评,宋
诗藏,诗话,缘情手鉴诗格,艺术文学,1,文学批评,隋唐
诗藏,诗话,艇斋诗话,艺术文学,4,文学批评,宋
诗藏,诗话,艺圃撷余,艺术文学,1,文学批评,明
诗藏,诗话,艺苑雌黄,艺术文学,8,文学批评,宋
诗藏,诗话,苕溪渔隐丛话,艺术文学,53,文学批评,宋
诗藏,诗话,草堂诗话,艺术文学,3,文学批评,宋
诗藏,诗话,蔡宽夫诗话,艺术文学,6,文学批评,宋
诗藏,诗话,蕉庵诗话,艺术文学,3,文学批评,清
诗藏,诗话,薑斋诗话,艺术文学,2,文学批评,清
诗藏,诗话,藏斋诗话,艺术文学,7,文学批评,民国
诗藏,诗话,藏海诗话,艺术文学,2,文学批评,宋
诗藏,诗话,蜗牛舍说诗新话,艺术文学,2,文学批评,民国
诗藏,诗话,蠲戏斋诗话,艺术文学,5,文学批评,民国
诗藏,诗话,补诗品,艺术文学,1,文学批评,清
诗藏,诗话,褒碧斋诗话,艺术文学,1,文学批评,清
诗藏,诗话,西清诗话,艺术文学,2,文学批评,宋
诗藏,诗话,观林诗话,艺术文学,3,文学批评,宋
诗藏,诗话,评诗格,艺术文学,1,文学批评,隋唐
诗藏,诗话,诗义固说,艺术文学,1,文学批评,清
诗藏,诗话,诗人主客图,艺术文学,7,文学批评,隋唐
诗藏,诗话,诗人玉屑,艺术文学,37,文学批评,宋
诗藏,诗话,诗史,艺术文学,12,文学批评,宋
诗藏,诗话,诗史-宋-蔡居厚,艺术文学,12,文学批评,宋
诗藏,诗话,诗史阁诗话,艺术文学,3,文学批评,清
诗藏,诗话,诗品,艺术文学,3,文学批评,魏晋南北朝
诗藏,诗话,诗女史纂,艺术文学,20,诗,明
诗藏,诗话,诗学渊源,艺术文学,17,文学批评,民国
诗藏,诗话,诗学源流考,艺术文学,1,文学批评,民国
诗藏,诗话,诗学禁脔,艺术文学,1,文学批评,元
诗藏,诗话,诗式,艺术文学,10,文学批评,隋唐
诗藏,诗话,诗林广记,艺术文学,58,文学批评,宋
诗藏,诗话,诗格,艺术文学,3,文学批评,隋唐
诗藏,诗话,诗概,艺术文学,3,文学批评,清
诗藏,诗话,诗法家数,艺术文学,2,文学批评,元
诗藏,诗话,诗筏,艺术文学,5,文学批评,清
诗藏,诗话,诗话后编,艺术文学,2,文学批评,清
诗藏,诗话,诗话总龟,艺术文学,38,文学批评,宋
诗藏,诗话,诗话总龟前集,艺术文学,28,文学批评,宋
诗藏,诗话,诗话总龟后集,艺术文学,18,文学批评,宋
诗藏,诗话,诗话补遗,艺术文学,4,文学批评,清
诗藏,诗话,诗谱,艺术文学,2,文学批评,清
诗藏,诗话,诗辩坻,艺术文学,6,文学批评,清
诗藏,诗话,诗镜总论,艺术文学,3,文学批评,明
诗藏,诗话,诚斋诗话,艺术文学,2,文学批评,宋
诗藏,诗话,说诗晬语,艺术文学,5,文学批评,清
诗藏,诗话,谈艺录,艺术文学,1,文学批评,明
诗藏,诗话,谈龙录,艺术文学,1,文学批评,清
诗藏,诗话,谪星说诗,艺术文学,7,文学批评,清
诗藏,诗话,豹隐纪谈,艺术文学,1,笔记小说,宋
诗藏,诗话,载酒园诗话,艺术文学,13,文学批评,清
诗藏,诗话,辍锻录,艺术文学,1,文学批评,清
诗藏,诗话,辽诗话,艺术文学,5,文学批评,清
诗藏,诗话,逸老堂诗话,艺术文学,5,文学批评,明
诗藏,诗话,遯斋闲览,艺术文学,1,笔记小说,宋
诗藏,诗话,金针诗格,艺术文学,1,文学批评,隋唐
诗藏,诗话,闽川闺秀诗话,艺术文学,3,文学批评,清
诗藏,诗话,防溪诗话,艺术文学,4,文学批评,清
诗藏,诗话,陈石遗先生谈艺录,艺术文学,2,文学批评,民国
诗藏,诗话,陈辅之诗话,艺术文学,2,文学批评,宋
诗藏,诗话,随园诗话,艺术文学,41,文学批评,清
诗藏,诗话,雅道机要,艺术文学,2,文学批评,隋唐
诗藏,诗话,雕虫诗话,艺术文学,21,文学批评,民国
诗藏,诗话,韵语阳秋,艺术文学,10,文学批评,宋
诗藏,诗话,颐山诗话,艺术文学,2,文学批评,明
诗藏,诗话,风月堂诗话,艺术文学,2,文学批评,宋
诗藏,诗话,风骚旨格,艺术文学,2,文学批评,隋唐
诗藏,诗话,风骚要式,艺术文学,1,文学批评,隋唐
诗藏,诗话,香宇诗谈,艺术文学,1,文学批评,明
诗藏,诗话,香宋杂记,艺术文学,1,文学批评,民国
诗藏,诗话,高斋诗话,艺术文学,2,文学批评,宋
诗藏,诗话,麓堂诗话,艺术文学,3,文学批评,明
诗藏,诗集,万首唐人绝句,艺术文学,177,诗,宋
诗藏,诗集,三体唐诗,艺术文学,12,诗,宋
诗藏,诗集,三刘家集,艺术文学,2,诗,宋
诗藏,诗集,三华集,艺术文学,24,诗,明
诗藏,诗集,三家宫词,艺术文学,4,诗,明
诗藏,诗集,两宋名贤小集,艺术文学,365,诗,宋
诗藏,诗集,严陵集,艺术文学,10,诗,宋
诗藏,诗集,中兴间气集,艺术文学,7,诗,隋唐
诗藏,诗集,中州集中州乐府,艺术文学,51,诗,辽金
诗藏,诗集,乐府诗集,艺术文学,184,诗,宋
诗藏,诗集,乾坤清气,艺术文学,20,诗,明
诗藏,诗集,二妙集,艺术文学,9,诗,辽金
诗藏,诗集,二家宫词,艺术文学,5,诗,宋
诗藏,诗集,二家诗选,艺术文学,4,诗,明
诗藏,诗集,二皇甫集,艺术文学,8,诗,隋唐
诗藏,诗集,众妙集,艺术文学,16,诗,宋
诗藏,诗集,会稽掇英总集,艺术文学,20,诗,宋
诗藏,诗集,元诗体要,艺术文学,32,诗,明
诗藏,诗集,元诗别裁集,艺术文学,28,诗,清
诗藏,诗集,元诗纪事,艺术文学,324,诗,清
诗藏,诗集,元诗选,艺术文学,817,诗,清
诗藏,诗集,元音,艺术文学,25,诗,明
诗藏,诗集,元音遗响,艺术文学,22,诗,明
诗藏,诗集,元风雅,艺术文学,28,诗,元
诗藏,诗集,先秦汉魏晋南北朝诗,艺术文学,415,诗,历代汇编
诗藏,诗集,全唐诗,艺术文学,1883,诗,隋唐
诗藏,诗集,全唐诗补编,艺术文学,211,诗,隋唐
诗藏,诗集,全宋诗,艺术文学,11672,诗,宋
诗藏,诗集,列朝诗集,艺术文学,1217,诗,清
诗藏,诗集,十先生奥论注,艺术文学,10,散文文集,宋
诗藏,诗集,十八家诗抄,艺术文学,224,诗,清
诗藏,诗集,十朝诗乘,艺术文学,27,诗,民国
诗藏,诗集,千家诗,艺术文学,22,诗,宋
诗藏,诗集,南宋襍事诗,艺术文学,16,诗,清
诗藏,诗集,南岳倡酬集,艺术文学,4,诗,宋
诗藏,诗集,南州集存,艺术文学,50,诗,清
诗藏,诗集,古乐府,艺术文学,16,诗,元
诗藏,诗集,古乐苑,艺术文学,85,诗,明
诗藏,诗集,古今禅藻集,艺术文学,59,诗,明
诗藏,诗集,古今诗删,艺术文学,48,诗,明
诗藏,诗集,古今风谣,艺术文学,7,诗,明
诗藏,诗集,古诗源,艺术文学,47,诗,清
诗藏,诗集,古诗纪,艺术文学,193,诗,明
诗藏,诗集,古诗镜唐诗镜,艺术文学,142,诗,明
诗藏,诗集,古谣谚,艺术文学,127,诗,清
诗藏,诗集,古赋辩体,艺术文学,9,辞赋,元
诗藏,诗集,台湾杂咏合刻,艺术文学,7,诗,清
诗藏,诗集,台湾诗乘,艺术文学,29,诗,民国
诗藏,诗集,台湾诗钞,艺术文学,62,诗,民国
诗藏,诗集,同文馆唱和诗,艺术文学,6,诗,宋
诗藏,诗集,唐人万首绝句选,艺术文学,32,诗,清
诗藏,诗集,唐僧弘秀集,艺术文学,12,诗,宋
诗藏,诗集,唐四僧诗,艺术文学,4,诗,隋唐
诗藏,诗集,唐宋诗醇,艺术文学,142,诗,清
诗藏,诗集,唐百家诗选,艺术文学,28,诗,宋
诗藏,诗集,唐诗品汇唐诗拾遗,艺术文学,179,诗,明
诗藏,诗集,唐诗鼓吹,艺术文学,15,诗,辽金
诗藏,诗集,唐贤三昧集,艺术文学,10,诗,清
诗藏,诗集,唐音,艺术文学,30,诗,元
诗藏,诗集,四六法海,艺术文学,19,骈文,明
诗藏,诗集,国秀集,艺术文学,7,诗,隋唐
诗藏,诗集,圭塘欵乃集,艺术文学,9,诗,元
诗藏,诗集,圭塘欸乃集,艺术文学,5,诗,元
诗藏,诗集,坡门酬唱集,艺术文学,21,诗,宋
诗藏,诗集,增注唐策,艺术文学,3,散文文集,宋
诗藏,诗集,声画集,艺术文学,16,诗,宋
诗藏,诗集,大雅集,艺术文学,11,诗,元
诗藏,诗集,天下同文集,艺术文学,13,散文文集,元
诗藏,诗集,天台前集天台续集,艺术文学,30,诗,宋
诗藏,诗集,妙绝古今,艺术文学,3,散文文集,元
诗藏,诗集,宋人集,艺术文学,5,诗,清
诗藏,诗集,宋元诗会,艺术文学,221,诗,清
诗藏,诗集,宋百家诗存,艺术文学,151,诗,清
诗藏,诗集,宋艺圃集,艺术文学,54,诗,明
诗藏,诗集,宋诗钞,艺术文学,796,诗,清
诗藏,诗集,宋诗钞补,艺术文学,116,诗,清
诗藏,诗集,宛陵羣英集,艺术文学,18,诗,宋
诗藏,诗集,嵗时杂咏,艺术文学,50,诗,宋
诗藏,诗集,广州四先生诗,艺术文学,4,诗,明
诗藏,诗集,御定佩文斋咏物诗选,艺术文学,386,诗,清
诗藏,诗集,御定全唐诗,艺术文学,1083,诗,隋唐
诗藏,诗集,御定全唐诗录,艺术文学,207,诗,清
诗藏,诗集,御定千叟宴诗,艺术文学,27,诗,清
诗藏,诗集,御定历代赋汇,艺术文学,143,辞赋,历代汇编
诗藏,诗集,御定历代题画诗类,艺术文学,269,诗,历代汇编
诗藏,诗集,御览诗,艺术文学,13,诗,隋唐
诗藏,诗集,御订全金诗增补中州集,艺术文学,124,诗,清
诗藏,诗集,御选唐宋诗醇,艺术文学,129,诗,清
诗藏,诗集,御选唐诗,艺术文学,83,诗,清
诗藏,诗集,御选宋金元明四朝诗,艺术文学,1044,诗,清
诗藏,诗集,忠义集,艺术文学,5,诗,元
诗藏,诗集,悦心集,艺术文学,9,诗,清
诗藏,诗集,才调集,艺术文学,37,诗,五代
诗藏,诗集,搜玉小集,艺术文学,3,诗,隋唐
诗藏,诗集,文氏五家集,艺术文学,29,诗,明
诗藏,诗集,新安文献志,艺术文学,64,散文文集,明
诗藏,诗集,明诗别裁集,艺术文学,34,诗,清
诗藏,诗集,明诗综,艺术文学,242,诗,清
诗藏,诗集,晚晴簃诗汇,艺术文学,633,诗,民国
诗藏,诗集,月泉吟社诗,艺术文学,4,诗,元
诗藏,诗集,李义山诗集注,艺术文学,45,诗,隋唐
诗藏,诗集,松陵集,艺术文学,15,诗,隋唐
诗藏,诗集,极玄集,艺术文学,3,诗,隋唐
诗藏,诗集,柴氏四隐集,艺术文学,4,诗,宋
诗藏,诗集,梅花百咏,艺术文学,6,诗,元
诗藏,诗集,檇李诗系,艺术文学,137,诗,清
诗藏,诗集,汉魏六朝百三家集,艺术文学,351,散文文集,明
诗藏,诗集,江湖后集,艺术文学,45,诗,宋
诗藏,诗集,江湖小集,艺术文学,124,诗,宋
诗藏,诗集,沧海遗珠,艺术文学,15,诗,明
诗藏,诗集,河岳英灵集,艺术文学,11,诗,隋唐
诗藏,诗集,河汾诸老诗集,艺术文学,6,诗,元
诗藏,诗集,海岱会集,艺术文学,12,诗,明
诗藏,诗集,清江三孔集,艺术文学,38,诗,宋
诗藏,诗集,清诗别裁集,艺术文学,104,诗,清
诗藏,诗集,瀛奎律髓,艺术文学,74,诗,元
诗藏,诗集,玉台新咏,艺术文学,18,诗,魏晋南北朝
诗藏,诗集,玉山名胜集,艺术文学,22,诗,元
诗藏,诗集,玉山纪游,艺术文学,5,诗,元
诗藏,诗集,甬上耆旧诗,艺术文学,73,诗,清
诗藏,诗集,白香集,艺术文学,29,诗,明
诗藏,诗集,百香诗选,艺术文学,4,诗,明
诗藏,诗集,皇明诗选,艺术文学,94,诗,明
诗藏,诗集,石仓历代诗选,艺术文学,947,诗,明
诗藏,诗集,窦氏联珠集,艺术文学,4,诗,隋唐
诗藏,诗集,箧中集,艺术文学,2,诗,隋唐
诗藏,诗集,粤西诗载粤西文载粤西丛载,艺术文学,153,散文文集,清
诗藏,诗集,续文章正宗,艺术文学,10,散文文集,明
诗藏,诗集,翰苑英华中州集,艺术文学,81,诗,辽金
诗藏,诗集,苏门六君子文粹,艺术文学,24,散文文集,宋
诗藏,诗集,荆南倡和诗集,艺术文学,5,诗,宋
诗藏,诗集,草堂雅集,艺术文学,44,诗,元
诗藏,诗集,薛涛李冶诗集,艺术文学,3,诗,隋唐
诗藏,诗集,西昆詶唱集,艺术文学,6,诗,宋
诗藏,诗集,西晋文纪,艺术文学,35,散文文集,明
诗藏,诗集,诗家鼎脔,艺术文学,8,诗,宋
诗藏,诗集,谷音,艺术文学,6,诗,元
诗藏,诗集,赤城集,艺术文学,7,散文文集,宋
诗藏,诗集,近体乐府,艺术文学,1,词,宋
诗藏,诗集,道诗精华录,艺术文学,2,诗,民国
诗藏,诗集,鄱阳五家集,艺术文学,29,诗,清
诗藏,诗集,钦定千叟宴诗,艺术文学,212,诗,清
诗藏,诗集,闽中十子诗,艺术文学,36,诗,明
诗藏,诗集,雅颂正音,艺术文学,8,诗,明
诗藏,诗集,风雅翼,艺术文学,16,诗,元
诗藏,诗集,高氏三宴诗集,艺术文学,2,诗,隋唐
道藏,正统道藏太平部,丹阳神光灿,艺术文学,3,词,辽金
道藏,正统道藏太平部,云光集,艺术文学,15,诗,辽金
道藏,正统道藏太平部,云山集,艺术文学,21,诗,元
道藏,正统道藏太平部,仙乐集,艺术文学,14,词,辽金
道藏,正统道藏太平部,勿斋先生文集,艺术文学,2,散文文集,元
道藏,正统道藏太平部,太古集,艺术文学,3,诗,辽金
道藏,正统道藏太平部,悟真集,艺术文学,5,诗,辽金
道藏,正统道藏太平部,水云集,艺术文学,8,诗,元
道藏,正统道藏太平部,洞玄金玉集,艺术文学,32,词,辽金
道藏,正统道藏太平部,渐悟集,艺术文学,8,词,辽金
道藏,正统道藏太平部,玄虚子鸣真集,艺术文学,2,诗,辽金
道藏,正统道藏太平部,磻溪集,艺术文学,15,诗,辽金
道藏,正统道藏太平部,自然集,艺术文学,1,诗,辽金
道藏,正统道藏太平部,草堂集,艺术文学,7,诗,元
道藏,正统道藏太平部,葆光集,艺术文学,11,词,辽金
道藏,正统道藏太平部,西云集,艺术文学,4,诗,元
道藏,正统道藏太平部,重阳全真集,艺术文学,26,诗,辽金
道藏,正统道藏太平部,重阳分梨十化集,艺术文学,3,词,辽金
道藏,正统道藏太平部,重阳教化集,艺术文学,1,词,辽金
道藏,正统道藏太玄部,上清太玄集,艺术文学,19,诗,辽金
道藏,正统道藏太玄部,亶甲集,艺术文学,1,诗,元
道藏,正统道藏太玄部,伊川击壤集,艺术文学,39,诗,宋
道藏,正统道藏太玄部,华阳陶隐居集,艺术文学,2,散文文集,魏晋南北朝
道藏,正统道藏太玄部,宗玄先生文集,艺术文学,5,散文文集,隋唐
道藏,正统道藏太玄部,山海经,故事性,15,神话寓言,先秦
道藏,正统道藏太玄部,纯阳真人浑成集,艺术文学,4,诗,隋唐
道藏,正统道藏太玄部,鸣鹤余音,艺术文学,14,词,元
道藏,正统道藏正一部,三洞群仙录,故事性,17,神话寓言,宋
道藏,正统道藏正一部,侍帝晨东华上佐司命杨君传记,故事性,1,人物传记,魏晋南北朝
道藏,正统道藏正一部,岘泉集,艺术文学,19,散文文集,明
道藏,正统道藏正一部,灵山太平兴国官采访真君事实,故事性,5,神话寓言,宋
道藏,正统道藏正一部,离峰老人集,艺术文学,12,诗,元
道藏,正统道藏正一部,翊圣保德传,故事性,1,神话寓言,宋
道藏,正统道藏正一部,赣州圣济庙灵迹碑,故事性,1,神话寓言,宋
道藏,正统道藏正一部,长春真人西游记,故事性,1,人物传记,元
道藏,正统道藏洞玄部,云阜山申仙翁传,故事性,1,人物传记,宋
道藏,正统道藏洞玄部,体玄真人显异录,故事性,1,神话寓言,宋
道藏,正统道藏洞玄部,十洲记,故事性,1,神话寓言,汉
道藏,正统道藏洞玄部,南岳九真人传,故事性,1,人物传记,隋唐
道藏,正统道藏洞玄部,四明洞天丹山图咏集,艺术文学,5,诗,元
道藏,正统道藏洞玄部,太极葛仙公传,故事性,1,人物传记,宋
道藏,正统道藏洞玄部,孝道吴许二真君传,故事性,1,人物传记,宋
道藏,正统道藏洞玄部,广成集,艺术文学,7,散文文集,隋唐
道藏,正统道藏洞玄部,录异记,故事性,2,神话寓言,五代
道藏,正统道藏洞玄部,江淮异人录,故事性,1,神话寓言,宋
道藏,正统道藏洞玄部,洪恩灵济真君事实,故事性,1,神话寓言,明
道藏,正统道藏洞玄部,神仙感遇传,故事性,3,神话寓言,隋唐
道藏,正统道藏洞玄部,西山许真君八十五化录,故事性,7,神话寓言,宋
道藏,正统道藏洞玄部,许太史真君图传,故事性,1,人物传记,宋
道藏,正统道藏洞玄部,许真君仙传,故事性,1,人物传记,宋
道藏,正统道藏洞玄部,道教灵验记,故事性,4,神话寓言,隋唐
道藏,正统道藏洞玄部,道迹灵仙记,故事性,1,神话寓言,魏晋南北朝
道藏,正统道藏洞真部,凝阳董真人遇仙记,故事性,1,人物传记,元
道藏,正统道藏洞真部,列仙传,故事性,3,人物传记,汉
道藏,正统道藏洞真部,华阳陶隐君内传,故事性,3,人物传记,隋唐
道藏,正统道藏洞真部,历世真仙体道通鉴,故事性,19,人物传记,元
道藏,正统道藏洞真部,历世真仙体道通鉴后集,故事性,3,人物传记,元
道藏,正统道藏洞真部,历世真仙体道通鉴续编,故事性,1,人物传记,元
道藏,正统道藏洞真部,周氏冥通记,故事性,3,神话寓言,魏晋南北朝
道藏,正统道藏洞真部,太玄朗然子进道诗,艺术文学,1,诗,宋
道藏,正统道藏洞真部,宋真宗御制玉京集,艺术文学,5,诗,宋
道藏,正统道藏洞真部,广黄帝本行记,故事性,1,人物传记,隋唐
道藏,正统道藏洞真部,擒玄赋,艺术文学,1,辞赋,宋
道藏,正统道藏洞真部,桓真人升仙记,故事性,1,神话寓言,元
道藏,正统道藏洞真部,梓潼帝君化书,故事性,7,神话寓言,元
道藏,正统道藏洞真部,汉武帝内传,故事性,2,神话寓言,魏晋南北朝
道藏,正统道藏洞真部,汉武帝外传,故事性,1,神话寓言,魏晋南北朝
道藏,正统道藏洞真部,清河内传,故事性,1,人物传记,宋
道藏,正统道藏洞真部,玄风庆会录,故事性,1,神话寓言,元
道藏,正统道藏洞真部,疑仙传,故事性,1,神话寓言,宋
道藏,正统道藏洞真部,穆天子传,故事性,1,神话寓言,先秦
道藏,正统道藏洞真部,紫阳真人内传,故事性,1,人物传记,魏晋南北朝
道藏,正统道藏洞真部,纯阳帝君神化妙通纪,故事性,4,神话寓言,元
道藏,正统道藏洞真部,续仙传,故事性,2,神话寓言,五代
道藏,正统道藏洞真部,西山群仙会真记,故事性,2,神话寓言,隋唐
道藏,正统道藏洞真部,谷神赋,艺术文学,2,辞赋,宋
道藏,正统道藏洞真部,金丹赋,艺术文学,2,辞赋,宋
道藏,正统道藏洞真部,金莲正宗仙源像传,故事性,2,人物传记,元
道藏,正统道藏洞真部,金莲正宗记,故事性,1,人物传记,元
道藏,正统道藏洞真部,陶真人内丹赋,艺术文学,2,辞赋,宋
道藏,正统道藏洞神部,华盖山浮丘主郭三真君事实,故事性,4,神话寓言,宋
道藏,正统道藏洞神部,唐鸿胪卿越置公灵虚见素真人传,故事性,1,人物传记,隋唐
道藏,正统道藏洞神部,地只上将温太保传,故事性,1,人物传记,元
道藏,正统道藏洞神部,地只上将温太保传补遗,故事性,1,人物传记,元
道藏,正统道藏洞神部,墉城集仙录,故事性,3,神话寓言,隋唐
道藏,正统道藏洞神部,太上混元老子史略,故事性,2,人物传记,宋
道藏,正统道藏洞神部,混元圣记,故事性,7,神话寓言,宋
道藏,正统道藏洞神部,犹龙传,故事性,1,人物传记,宋
道藏,正统道藏洞神部,玄品录,故事性,4,人物传记,元
道藏,正统道藏洞神部,玄天上帝启圣录,故事性,4,神话寓言,元
道藏,正统道藏洞神部,玄天上帝启圣灵异录,故事性,1,神话寓言,元
道藏,正统道藏洞神部,甘水仙源录,故事性,7,人物传记,元
道藏,正统道藏洞神部,终南山祖庭仙真内传,故事性,2,人物传记,元
道藏,正统道藏续道藏,吕祖志,故事性,8,神话寓言,明
道藏,正统道藏续道藏,弘道录,故事性,27,佛教故事,明
道藏,正统道藏续道藏,徐仙真录,故事性,15,人物传记,明
道藏,正统道藏续道藏,徐仙翰藻,艺术文学,13,散文文集,明
道藏,正统道藏续道藏,搜神记,故事性,6,笔记小说,魏晋南北朝
道藏,正统道藏续道藏,汉天师世家,故事性,1,人物传记,明
道藏,藏外,仙苑编珠,故事性,5,人物传记,五代
道藏,藏外,会仙女志,故事性,1,人物传记,明
道藏,藏外,列仙传,故事性,4,人物传记,汉
道藏,藏外,北游记,故事性,3,章回小说,明
道藏,藏外,南游记,故事性,2,章回小说,明
道藏,藏外,吕祖全传,故事性,10,人物传记,清
道藏,藏外,吕祖年谱海山奇遇,故事性,6,人物传记,清
道藏,藏外,坐花志果,故事性,8,笔记小说,清
道藏,藏外,墉城集仙录,故事性,3,人物传记,隋唐
道藏,藏外,御制周颠仙人传,故事性,1,人物传记,明
道藏,藏外,神仙传,故事性,4,人物传记,魏晋南北朝
道藏,藏外,紫金光耀大仙修真演义,故事性,2,章回小说,明
道藏,藏外,续仙传,故事性,2,人物传记,五代
道藏,藏外,西游录注,故事性,3,章回小说,清
道藏,藏外,西游真诠,故事性,19,章回小说,清
道藏,藏外,长春真人西游记,故事性,1,历史纪事,元
集藏,四库别集,一山文集,艺术文学,15,散文文集,元
集藏,四库别集,一峰文集,艺术文学,12,散文文集,明
集藏,四库别集,一诚斋诗存,艺术文学,9,诗,清
集藏,四库别集,丁卯诗集,艺术文学,11,诗,隋唐
集藏,四库别集,丁鹤年集,艺术文学,15,诗,元
集藏,四库别集,三余集,艺术文学,3,散文文集,宋
集藏,四库别集,三槐书屋诗钞,艺术文学,20,诗,清
集藏,四库别集,三鱼堂文集,艺术文学,14,散文文集,清
集藏,四库别集,不系舟渔集,艺术文学,18,散文文集,元
集藏,四库别集,世宗宪皇帝御制文集,艺术文学,35,散文文集,清
集藏,四库别集,丘文庄公集,艺术文学,27,散文文集,明
集藏,四库别集,东园文集,艺术文学,9,散文文集,明
集藏,四库别集,东坡乐府,艺术文学,5,词,宋
集藏,四库别集,东坡全集,艺术文学,126,散文文集,宋
集藏,四库别集,东坡诗集注,艺术文学,49,诗,宋
集藏,四库别集,东堂集,艺术文学,8,散文文集,宋
集藏,四库别集,东塘集,艺术文学,21,散文文集,清
集藏,四库别集,东山存稿,艺术文学,12,散文文集,元
集藏,四库别集,东山诗选,艺术文学,5,诗,明
集藏,四库别集,东岩集,艺术文学,4,散文文集,元
集藏,四库别集,东庵集,艺术文学,9,散文文集,元
集藏,四库别集,东廓邹先生文集,艺术文学,13,散文文集,明
集藏,四库别集,东江家藏集,艺术文学,77,散文文集,明
集藏,四库别集,东洲初稿,艺术文学,23,散文文集,明
集藏,四库别集,东海文集,艺术文学,69,散文文集,明
集藏,四库别集,东涧集,艺术文学,12,散文文集,宋
集藏,四库别集,东溪先生文集,艺术文学,14,散文文集,宋
集藏,四库别集,东溪集,艺术文学,3,散文文集,宋
集藏,四库别集,东牟集,艺术文学,22,散文文集,宋
集藏,四库别集,东田遗稿,艺术文学,11,散文文集,明
集藏,四库别集,东皋录,艺术文学,14,散文文集,明
集藏,四库别集,东窻集,艺术文学,21,散文文集,宋
集藏,四库别集,东维子集,艺术文学,25,散文文集,元
集藏,四库别集,东臯子集,艺术文学,3,诗,隋唐
集藏,四库别集,东臯录,艺术文学,7,散文文集,明
集藏,四库别集,东莱诗集,艺术文学,21,诗,宋
集藏,四库别集,东莱集,艺术文学,37,散文文集,宋
集藏,四库别集,东观集,艺术文学,9,散文文集,宋
集藏,四库别集,东里文集,艺术文学,44,散文文集,明
集藏,四库别集,东里集,艺术文学,87,散文文集,明
集藏,四库别集,东野农歌集,艺术文学,4,诗,宋
集藏,四库别集,东雅堂昌黎集注,艺术文学,23,散文文集,隋唐
集藏,四库别集,两溪文集,艺术文学,12,散文文集,明
